Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,USDA1021,WSM1022
group_4138,,hypothetical protein,2,2,1.0,1,7402,,,,363,363,363.0,USDA1021_04973,WSM1022_03664
group_4137,,hypothetical protein,2,2,1.0,1,7401,,,,330,426,378.0,USDA1021_06761,WSM1022_06332
arg,arg,Arginase,2,2,1.0,1,7400,,,,894,894,894.0,USDA1021_04234,WSM1022_04133
group_4136,,hypothetical protein,2,2,1.0,1,7399,,,,228,228,228.0,USDA1021_06766,WSM1022_06337
group_4135,,hypothetical protein,2,2,1.0,1,7398,,,,1383,1416,1399.5,USDA1021_00287,WSM1022_01954
recD2_2,recD2_2,ATP-dependent RecD-like DNA helicase,2,2,1.0,1,7397,,,,4476,4620,4548.0,USDA1021_04569,WSM1022_04439
selD,selD,Selenide water dikinase,2,2,1.0,1,7396,,,,1050,1050,1050.0,USDA1021_05013,WSM1022_03613
acpP_4~~~acpP_3,acpP_4;acpP_3,Acyl carrier protein AcpP,2,2,1.0,1,7395,,,,249,249,249.0,USDA1021_06634,WSM1022_06223
kdgR_1,kdgR_1;,Pectin degradation repressor protein KdgR;hypothetical protein,2,2,1.0,1,7394,,,,498,759,628.5,USDA1021_04017,WSM1022_03941
group_4134,,hypothetical protein,2,2,1.0,1,7393,,,,1305,1434,1369.5,USDA1021_04262,WSM1022_04146
group_4133,,IS630 family transposase ISRm2011-2;hypothetical protein,2,2,1.0,1,7392,,,,474,579,526.5,USDA1021_05972,WSM1022_04749
group_4132,,ISNCY family transposase ISRel10;hypothetical protein,2,2,1.0,1,7391,,,,315,1428,871.5,USDA1021_04541,WSM1022_04413
group_4131,,hypothetical protein,2,2,1.0,1,7390,,,,450,450,450.0,USDA1021_06660,WSM1022_06266
group_4130,,hypothetical protein,2,2,1.0,1,7389,,,,1368,1371,1369.5,USDA1021_04193,WSM1022_04094
group_4129,,hypothetical protein,2,2,1.0,1,7388,,,,1158,1158,1158.0,USDA1021_03695,WSM1022_04836
ltxB,ltxB;,Leukotoxin export ATP-binding protein LtxB;hypothetical protein,2,2,1.0,1,7387,,,,1164,1467,1315.5,USDA1021_01318,WSM1022_00886
katG,katG,Catalase-peroxidase,2,2,1.0,1,7386,,,,2184,2184,2184.0,USDA1021_05044,WSM1022_03587
group_4128,,hypothetical protein,2,2,1.0,1,7385,,,,234,234,234.0,USDA1021_06057,WSM1022_05669
group_4127,,hypothetical protein,2,2,1.0,1,7384,,,,2724,2808,2766.0,USDA1021_01793,WSM1022_00228
arcB_1,arcB_1,Delta(1)-pyrroline-2-carboxylate reductase,2,2,1.0,1,7383,,,,507,993,750.0,USDA1021_04143,WSM1022_04047
group_4126,,hypothetical protein,2,2,1.0,1,7382,,,,594,594,594.0,USDA1021_03470,WSM1022_03836
group_4125,,hypothetical protein,2,2,1.0,1,7381,,,,318,654,486.0,USDA1021_03468,WSM1022_03840
group_4124,,hypothetical protein,2,2,1.0,1,7380,,,,246,342,294.0,USDA1021_04101,WSM1022_04016
group_4123,,hypothetical protein,2,2,1.0,1,7379,,,,2190,2190,2190.0,USDA1021_04957,WSM1022_03681
group_4122,,hypothetical protein,2,2,1.0,1,7378,,,,2010,2013,2011.5,USDA1021_04958,WSM1022_03680
group_4121,,hypothetical protein,2,2,1.0,1,7377,,,,288,288,288.0,USDA1021_05023,WSM1022_03606
gudX,gudX,Glucarate dehydratase-related protein,2,2,1.0,1,7376,,,,1248,1248,1248.0,USDA1021_05005,WSM1022_03630
group_4120,,hypothetical protein,2,2,1.0,1,7375,,,,315,315,315.0,USDA1021_04959,WSM1022_03679
group_4119,,hypothetical protein,2,2,1.0,1,7374,,,,291,291,291.0,USDA1021_05024,WSM1022_03605
yihS,yihS,Sulfoquinovose isomerase,2,2,1.0,1,7373,,,,1197,1197,1197.0,USDA1021_05004,WSM1022_03631
group_4118,,hypothetical protein,2,2,1.0,1,7372,,,,942,942,942.0,USDA1021_04580,WSM1022_04448
group_4117,,hypothetical protein,2,2,1.0,1,7371,,,,288,288,288.0,USDA1021_04571,WSM1022_04440
group_4116,,hypothetical protein,2,2,1.0,1,7370,,,,606,606,606.0,USDA1021_04960,WSM1022_03678
selB,selB,Selenocysteine-specific elongation factor,2,2,1.0,1,7369,,,,2001,2001,2001.0,USDA1021_05025,WSM1022_03604
fixK_3,fixK_3,Nitrogen fixation regulation protein FixK,2,2,1.0,1,7368,,,,636,636,636.0,USDA1021_04667,WSM1022_04533
group_4115,,hypothetical protein,2,2,1.0,1,7367,,,,150,168,159.0,USDA1021_04500,WSM1022_04375
group_4114,;lutR_5,hypothetical protein;HTH-type transcriptional regulator LutR,2,2,1.0,1,7366,,,,699,699,699.0,USDA1021_04278,WSM1022_04155
bacC_3,bacC_3,Dihydroanticapsin 7-dehydrogenase,2,2,1.0,1,7365,,,,786,786,786.0,USDA1021_05003,WSM1022_03632
group_4113,,hypothetical protein,2,2,1.0,1,7364,,,,540,1032,786.0,USDA1021_04581,WSM1022_04449
group_4112,,hypothetical protein,2,2,1.0,1,7363,,,,282,300,291.0,USDA1021_04107,WSM1022_04022
fnr~~~anr,fnr;anr,Fumarate and nitrate reduction regulatory protein;Transcriptional activator protein Anr,2,2,1.0,1,7362,,,,639,681,660.0,USDA1021_04501,WSM1022_04376
glnH_3~~~glnH_2,glnH_3;glnH_2,Glutamine-binding periplasmic protein,2,2,1.0,1,7361,,,,843,885,864.0,USDA1021_06622,WSM1022_06180
group_4111,,hypothetical protein,2,2,1.0,1,7360,,,,381,381,381.0,USDA1021_04106,WSM1022_04021
group_4110,,hypothetical protein,2,2,1.0,1,7359,,,,468,468,468.0,USDA1021_06672,WSM1022_06246
group_4109,,hypothetical protein,2,2,1.0,1,7358,,,,240,240,240.0,USDA1021_04572,WSM1022_04441
group_4108,,hypothetical protein,2,2,1.0,1,7357,,,,741,741,741.0,USDA1021_06732,WSM1022_06303
group_4107,,hypothetical protein,2,2,1.0,1,7356,,,,288,288,288.0,USDA1021_04961,WSM1022_03677
petC_2,petC_2,Cytochrome b6-f complex iron-sulfur subunit,2,2,1.0,1,7355,,,,1476,1476,1476.0,USDA1021_04308,WSM1022_04177
btaE,;btaE,hypothetical protein;Autotransporter adhesin BtaE,2,2,1.0,1,7354,,,,1671,4365,3018.0,USDA1021_01790,WSM1022_00230
esiB_1~~~esiB_2,esiB_1;esiB_2,Secretory immunoglobulin A-binding protein EsiB,2,2,1.0,1,7353,,,,795,795,795.0,USDA1021_05026,WSM1022_03603
fixN_3~~~fixN_2,fixN_3;fixN_2,Cytochrome c oxidase subunit 1  bacteroid,2,2,1.0,1,7352,,,,1620,1620,1620.0,USDA1021_04666,WSM1022_04532
copA_2~~~copA,copA_2;copA,Copper-exporting P-type ATPase,2,2,1.0,1,7351,,,,2274,2280,2277.0,USDA1021_04499,WSM1022_04374
pepT_1~~~pepT_2,pepT_1;pepT_2,Peptidase T,2,2,1.0,1,7350,,,,1227,1227,1227.0,USDA1021_06650,WSM1022_06256
artM_4~~~glnQ_6,artM_4;glnQ_6,Arginine transport ATP-binding protein ArtM;Glutamine transport ATP-binding protein GlnQ,2,2,1.0,1,7349,,,,771,771,771.0,USDA1021_06623,WSM1022_06181
group_4106,,hypothetical protein,2,2,1.0,1,7348,,,,291,726,508.5,USDA1021_04279,WSM1022_04156
gno_4,gno_4;,Gluconate 5-dehydrogenase;Sulfoquinovose 1-dehydrogenase,2,2,1.0,1,7347,,,,756,759,757.5,USDA1021_04994,WSM1022_03641
yjgH,yjgH,RutC family protein YjgH,2,2,1.0,1,7346,,,,399,399,399.0,USDA1021_04985,WSM1022_03650
group_4105,,6-deoxy-6-sulfogluconolactonase,2,2,1.0,1,7345,,,,936,936,936.0,USDA1021_05002,WSM1022_03633
group_4104,,hypothetical protein,2,2,1.0,1,7344,,,,939,1452,1195.5,USDA1021_04582,WSM1022_04450
group_4103,,hypothetical protein,2,2,1.0,1,7343,,,,195,195,195.0,USDA1021_04108,WSM1022_04023
group_4102,,hypothetical protein,2,2,1.0,1,7342,,,,267,267,267.0,USDA1021_05007,WSM1022_03618
group_4101,,hypothetical protein,2,2,1.0,1,7341,,,,186,186,186.0,USDA1021_04481,WSM1022_04356
group_4100,,hypothetical protein,2,2,1.0,1,7340,,,,549,576,562.5,USDA1021_06656,WSM1022_06263
group_4099,,hypothetical protein,2,2,1.0,1,7339,,,,186,381,283.5,USDA1021_04502,WSM1022_04377
group_4098,,hypothetical protein,2,2,1.0,1,7338,,,,1392,1392,1392.0,USDA1021_06621,WSM1022_06179
group_4097,,hypothetical protein,2,2,1.0,1,7337,,,,297,297,297.0,USDA1021_04798,WSM1022_04659
group_4096,,hypothetical protein,2,2,1.0,1,7336,,,,276,276,276.0,USDA1021_04105,WSM1022_04020
group_4095,,hypothetical protein,2,2,1.0,1,7335,,,,123,123,123.0,USDA1021_04180,WSM1022_04086
patA_2~~~patA_1,patA_2;patA_1,Peptidoglycan O-acetyltransferase,2,2,1.0,1,7334,,,,1569,1569,1569.0,USDA1021_06673,WSM1022_06247
group_4094,,hypothetical protein,2,2,1.0,1,7333,,,,969,969,969.0,USDA1021_05896,WSM1022_01921
group_4093,,hypothetical protein,2,2,1.0,1,7332,,,,1920,1920,1920.0,USDA1021_04573,WSM1022_04442
msbA_3,msbA_3,Lipid A export ATP-binding/permease protein MsbA,2,2,1.0,1,7331,,,,1806,1806,1806.0,USDA1021_06733,WSM1022_06304
groL5_1,groL5_1,60 kDa chaperonin 5,2,2,1.0,1,7330,,,,1635,1635,1635.0,USDA1021_04966,WSM1022_03672
des,des,Fatty acid desaturase,2,2,1.0,1,7329,,,,1011,1071,1041.0,USDA1021_04962,WSM1022_03676
group_4092,,hypothetical protein,2,2,1.0,1,7328,,,,3384,3390,3387.0,USDA1021_04309,WSM1022_04178
group_4091,,hypothetical protein,2,2,1.0,1,7327,,,,972,972,972.0,USDA1021_06745,WSM1022_06316
group_4090,,hypothetical protein,2,2,1.0,1,7326,,,,1101,1101,1101.0,USDA1021_05576,WSM1022_00361
group_4089,,hypothetical protein,2,2,1.0,1,7325,,,,570,570,570.0,USDA1021_01789,WSM1022_00231
group_4088,,hypothetical protein,2,2,1.0,1,7324,,,,234,237,235.5,USDA1021_00303,WSM1022_01939
cbpA_2,cbpA_2,Curved DNA-binding protein,2,2,1.0,1,7323,,,,918,921,919.5,USDA1021_04972,WSM1022_03666
yphB,yphB,putative protein YphB,2,2,1.0,1,7322,,,,888,888,888.0,USDA1021_04993,WSM1022_03642
virB6,virB6,Type IV secretion system protein VirB6,2,2,1.0,1,7321,,,,936,936,936.0,USDA1021_04473,WSM1022_04317
selA,selA,L-seryl-tRNA(Sec) selenium transferase,2,2,1.0,1,7320,,,,1356,1401,1378.5,USDA1021_05027,WSM1022_03602
group_4087,,hypothetical protein,2,2,1.0,1,7319,,,,303,303,303.0,USDA1021_06759,WSM1022_06330
group_4086,,hypothetical protein,2,2,1.0,1,7318,,,,915,939,927.0,USDA1021_06744,WSM1022_06315
group_4085,,hypothetical protein,2,2,1.0,1,7317,,,,1176,1188,1182.0,USDA1021_05627,WSM1022_00412
group_4084,,hypothetical protein,2,2,1.0,1,7316,,,,333,333,333.0,USDA1021_04986,WSM1022_03649
arnC_1,;arnC_1,hypothetical protein;Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,2,2,1.0,1,7315,,,,1281,1281,1281.0,USDA1021_04606,WSM1022_04473
fixP_2,fixP_2,Cbb3-type cytochrome c oxidase subunit FixP,2,2,1.0,1,7314,,,,882,882,882.0,USDA1021_04790,WSM1022_04651
nrsF,;nrsF,hypothetical protein;Anti-sigma-F factor NrsF,2,2,1.0,1,7313,,,,495,639,567.0,USDA1021_06778,WSM1022_06349
group_4083,,hypothetical protein,2,2,1.0,1,7312,,,,312,537,424.5,USDA1021_04870,WSM1022_03789
group_4082,,hypothetical protein,2,2,1.0,1,7311,,,,732,732,732.0,USDA1021_04665,WSM1022_04531
group_4081,,hypothetical protein,2,2,1.0,1,7310,,,,489,504,496.5,USDA1021_04498,WSM1022_04373
group_4080,,hypothetical protein,2,2,1.0,1,7309,,,,1236,1236,1236.0,USDA1021_06651,WSM1022_06257
btuD_12~~~gsiA_8,btuD_12;gsiA_8,Vitamin B12 import ATP-binding protein BtuD;Glutathione import ATP-binding protein GsiA,2,2,1.0,1,7308,,,,1023,1023,1023.0,USDA1021_04285,WSM1022_04162
tcyB_3,;tcyB_3,hypothetical protein;L-cystine transport system permease protein TcyB,2,2,1.0,1,7307,,,,873,873,873.0,USDA1021_06624,WSM1022_06182
hyuA_3,hyuA_3;,Hydantoin racemase;hypothetical protein,2,2,1.0,1,7306,,,,312,786,549.0,USDA1021_04280,WSM1022_04157
frcA_5~~~frcA_4,frcA_5;frcA_4,Fructose import ATP-binding protein FrcA,2,2,1.0,1,7305,,,,732,732,732.0,USDA1021_04995,WSM1022_03640
group_4079,,hypothetical protein,2,2,1.0,1,7304,,,,1308,1308,1308.0,USDA1021_06245,WSM1022_05806
group_4078,,hypothetical protein,2,2,1.0,1,7303,,,,696,696,696.0,USDA1021_04984,WSM1022_03651
recD2_3,recD2_3,ATP-dependent RecD-like DNA helicase,2,2,1.0,1,7302,,,,4611,4620,4615.5,USDA1021_06632,WSM1022_06190
fliC,fliC,Flagellin,2,2,1.0,1,7301,,,,966,966,966.0,USDA1021_05632,WSM1022_00413
rspR_4~~~rspR_1,rspR_4;rspR_1,HTH-type transcriptional repressor RspR,2,2,1.0,1,7300,,,,690,690,690.0,USDA1021_05001,WSM1022_03634
group_4077,,hypothetical protein,2,2,1.0,1,7299,,,,1188,1191,1189.5,USDA1021_04583,WSM1022_04451
group_4076,,hypothetical protein,2,2,1.0,1,7298,,,,879,879,879.0,USDA1021_04846,WSM1022_04725
pbpF,pbpF,Penicillin-binding protein 1F,2,2,1.0,1,7297,,,,1839,1839,1839.0,USDA1021_04109,WSM1022_04024
group_4075,,hypothetical protein,2,2,1.0,1,7296,,,,243,243,243.0,USDA1021_01939,WSM1022_00078
qorA_2,qorA_2,Quinone oxidoreductase 1,2,2,1.0,1,7295,,,,990,990,990.0,USDA1021_05008,WSM1022_03617
ade,ade,Adenine deaminase,2,2,1.0,1,7294,,,,1788,1788,1788.0,USDA1021_04232,WSM1022_04132
group_4074,,hypothetical protein,2,2,1.0,1,7293,,,,1230,1230,1230.0,USDA1021_00189,WSM1022_02050
napF,napF,Ferredoxin-type protein NapF,2,2,1.0,1,7292,,,,501,501,501.0,USDA1021_04482,WSM1022_04357
group_4073,,hypothetical protein,2,2,1.0,1,7291,,,,144,144,144.0,USDA1021_01565,WSM1022_00722
group_4072,,hypothetical protein,2,2,1.0,1,7290,,,,1464,1467,1465.5,USDA1021_04801,WSM1022_04661
group_4071,,hypothetical protein,2,3,1.5,1,7289,,,,318,2259,1509.0,USDA1021_04799;USDA1021_04800,WSM1022_04660
group_4070,,hypothetical protein,2,2,1.0,1,7288,,,,693,750,721.5,USDA1021_06636,WSM1022_06226
group_4069,,IS21 family transposase ISPpu7;hypothetical protein,2,3,1.5,1,7287,,,,249,1551,1020.0,USDA1021_06684,WSM1022_03847;WSM1022_03846
group_4068,,hypothetical protein,2,2,1.0,1,7286,,,,273,276,274.5,USDA1021_06066,WSM1022_05675
nepI_2~~~nepI_1,nepI_2;nepI_1,Purine ribonucleoside efflux pump NepI,2,2,1.0,1,7285,,,,1191,1227,1209.0,USDA1021_04368,WSM1022_04237
group_4067,hbpA_3,Heme-binding protein A,2,2,1.0,1,7284,,,,1596,1596,1596.0,USDA1021_06655,WSM1022_06262
group_4066,,N-acetylgalactosamine-6-O-sulfatase;hypothetical protein,2,2,1.0,1,7283,,,,1638,2037,1837.5,USDA1021_04560,WSM1022_04429
sbmA,sbmA,Peptide antibiotic transporter SbmA,2,2,1.0,1,7282,,,,1263,1293,1278.0,USDA1021_06192,WSM1022_05751
group_4065,,hypothetical protein,2,2,1.0,1,7281,,,,531,531,531.0,USDA1021_04503,WSM1022_04378
purR_3~~~degA_2,purR_3;degA_2,HTH-type transcriptional repressor PurR;HTH-type transcriptional regulator DegA,2,3,1.5,1,7280,,,,363,1071,693.0,USDA1021_06529;USDA1021_06528,WSM1022_06085
pgdA,pgdA,Peptidoglycan deacetylase,2,2,1.0,1,7279,,,,879,879,879.0,USDA1021_06620,WSM1022_06178
group_4064,,hypothetical protein,2,3,1.5,1,7278,,,,210,1182,757.0,USDA1021_05989;USDA1021_05988,WSM1022_05600
nagC_1~~~nagC_2,nagC_1;nagC_2,N-acetylglucosamine repressor,2,2,1.0,1,7277,,,,1203,1287,1245.0,USDA1021_02395,WSM1022_03152
group_4063,,Peptidoglycan-N-acetylglucosamine deacetylase,2,2,1.0,1,7276,,,,654,654,654.0,USDA1021_04605,WSM1022_04472
group_4062,,hypothetical protein,2,3,1.5,1,7275,,,,315,798,508.0,USDA1021_01757;USDA1021_01756,WSM1022_00263
group_4061,,hypothetical protein,2,2,1.0,1,7274,,,,408,408,408.0,USDA1021_00407,WSM1022_01826
fecR,fecR,Protein FecR,2,2,1.0,1,7273,,,,1062,1065,1063.5,USDA1021_00339,WSM1022_01907
strE_2~~~hldD_3,strE_2;hldD_3,dTDP-glucose 46-dehydratase;ADP-L-glycero-D-manno-heptose-6-epimerase,2,2,1.0,1,7272,,,,936,936,936.0,USDA1021_06569,WSM1022_06125
group_4060,,hypothetical protein,2,2,1.0,1,7271,,,,234,237,235.5,USDA1021_06064,WSM1022_05673
mdtL,mdtL,Multidrug resistance protein MdtL,2,2,1.0,1,7270,,,,1194,1203,1198.5,USDA1021_05047,WSM1022_03586
group_4059,,hypothetical protein,2,2,1.0,1,7269,,,,810,813,811.5,USDA1021_04797,WSM1022_04658
nhaA_2~~~nhaA~~~nhaA_1,nhaA_2;nhaA;nhaA_1,Na(+)/H(+) antiporter NhaA,2,3,1.5,1,7268,,,,243,1314,832.0,USDA1021_04104,WSM1022_04019;WSM1022_04018
group_4058,,putative flavin reductase,2,2,1.0,1,7267,,,,693,693,693.0,USDA1021_04673,WSM1022_03852
group_4057,,IS66 family transposase IS66;hypothetical protein,2,2,1.0,1,7266,,,,345,366,355.5,USDA1021_04610,WSM1022_04476
group_4056,,hypothetical protein,2,2,1.0,1,7265,,,,270,270,270.0,USDA1021_04179,WSM1022_04085
group_4055,,hypothetical protein,2,2,1.0,1,7264,,,,243,249,246.0,USDA1021_04177,WSM1022_04083
group_4054,lsrA_1,Autoinducer 2 import ATP-binding protein LsrA,2,2,1.0,1,7263,,,,1581,1581,1581.0,USDA1021_03803,WSM1022_03893
group_4053,,hypothetical protein,2,2,1.0,1,7262,,,,1887,1887,1887.0,USDA1021_06676,WSM1022_06250
group_4052,,hypothetical protein,2,2,1.0,1,7261,,,,1230,1230,1230.0,USDA1021_06674,WSM1022_06248
group_4051,,hypothetical protein,2,2,1.0,1,7260,,,,1167,1230,1198.5,USDA1021_03327,WSM1022_02256
group_4050,,IS66 family transposase ISRosp4,2,2,1.0,1,7259,,,,1653,1653,1653.0,USDA1021_03656,WSM1022_04587
group_4049,,IS66 family transposase ISRosp4,2,2,1.0,1,7258,,,,1653,1653,1653.0,USDA1021_03608,WSM1022_04522
group_4048,,IS66 family transposase ISRosp4;IS66 family transposase IS866,2,3,1.5,1,7257,,,,312,1653,1104.0,USDA1021_03524;USDA1021_03525,WSM1022_01924
group_4047,,hypothetical protein,2,2,1.0,1,7256,,,,243,336,289.5,USDA1021_05897,WSM1022_01920
group_4046,,hypothetical protein,2,2,1.0,1,7255,,,,180,180,180.0,USDA1021_05057,WSM1022_03576
group_4045,,hypothetical protein,2,2,1.0,1,7254,,,,366,366,366.0,USDA1021_00295,WSM1022_01947
group_4044,,hypothetical protein,2,2,1.0,1,7253,,,,495,495,495.0,USDA1021_00293,WSM1022_01949
group_4043,,hypothetical protein,2,2,1.0,1,7252,,,,306,513,409.5,USDA1021_00704,WSM1022_01543
group_4042,,hypothetical protein,2,2,1.0,1,7251,,,,390,393,391.5,USDA1021_04967,WSM1022_03671
group_4041,,hypothetical protein,2,2,1.0,1,7250,,,,177,180,178.5,USDA1021_04574,WSM1022_04443
group_4040,,hypothetical protein,2,2,1.0,1,7249,,,,309,309,309.0,USDA1021_06637,WSM1022_06227
group_4039,,hypothetical protein,2,2,1.0,1,7248,,,,1179,1191,1185.0,USDA1021_06734,WSM1022_06305
groS1_3~~~groS1_2,groS1_3;groS1_2,10 kDa chaperonin 1,2,2,1.0,1,7247,,,,318,318,318.0,USDA1021_04965,WSM1022_03673
group_4038,,hypothetical protein,2,2,1.0,1,7246,,,,381,381,381.0,USDA1021_04963,WSM1022_03675
aqpZ2_2,aqpZ2_2,Aquaporin Z 2,2,2,1.0,1,7245,,,,630,699,664.5,USDA1021_04781,WSM1022_04642
group_4037,,hypothetical protein,2,2,1.0,1,7244,,,,387,726,556.5,USDA1021_04310,WSM1022_04179
group_4036,,hypothetical protein,2,2,1.0,1,7243,,,,846,846,846.0,USDA1021_06746,WSM1022_06317
group_4035,,hypothetical protein,2,2,1.0,1,7242,,,,246,246,246.0,USDA1021_06768,WSM1022_06338
group_4034,,hypothetical protein,2,2,1.0,1,7241,,,,384,384,384.0,USDA1021_06254,WSM1022_05816
yyaP_1,;yyaP_1,hypothetical protein;putative protein YyaP,2,2,1.0,1,7240,,,,510,660,585.0,USDA1021_00370,WSM1022_01863
pcpR~~~pcpR_1,pcpR;pcpR_1,PCP degradation transcriptional activation protein,2,2,1.0,1,7239,,,,927,927,927.0,USDA1021_02036,WSM1022_03523
group_4033,,hypothetical protein,2,2,1.0,1,7238,,,,339,339,339.0,USDA1021_00361,WSM1022_01873
group_4032,,hypothetical protein,2,2,1.0,1,7237,,,,348,420,384.0,USDA1021_00775,WSM1022_01416
group_4031,parD1_1;,Antitoxin ParD1;hypothetical protein,2,2,1.0,1,7236,,,,141,249,195.0,USDA1021_05956,WSM1022_05569
group_4030,,hypothetical protein,2,2,1.0,1,7235,,,,1083,1083,1083.0,USDA1021_05577,WSM1022_00362
group_4029,,hypothetical protein,2,2,1.0,1,7234,,,,240,240,240.0,USDA1021_04577,WSM1022_04446
nasA,nasA,Nitrate reductase,2,2,1.0,1,7233,,,,2658,2658,2658.0,USDA1021_06205,WSM1022_05764
group_4028,,hypothetical protein,2,2,1.0,1,7232,,,,729,1113,921.0,USDA1021_06782,WSM1022_06359
group_4027,,hypothetical protein,2,2,1.0,1,7231,,,,822,822,822.0,USDA1021_04442,WSM1022_04288
group_4026,,hypothetical protein,2,2,1.0,1,7230,,,,132,132,132.0,USDA1021_06753,WSM1022_06322
group_4025,,hypothetical protein,2,2,1.0,1,7229,,,,252,261,256.5,USDA1021_00753,WSM1022_01439
group_4024,,hypothetical protein,2,2,1.0,1,7228,,,,2097,2097,2097.0,USDA1021_00306,WSM1022_01937
group_4023,,hypothetical protein,2,2,1.0,1,7227,,,,423,423,423.0,USDA1021_03318,WSM1022_02264
yjbI,yjbI,Group 2 truncated hemoglobin YjbI,2,2,1.0,1,7226,,,,393,393,393.0,USDA1021_03210,WSM1022_02373
group_4022,,hypothetical protein,2,2,1.0,1,7225,,,,1206,1206,1206.0,USDA1021_05036,WSM1022_03594
group_4021,,hypothetical protein,2,2,1.0,1,7224,,,,183,192,187.5,USDA1021_02114,WSM1022_03437
group_4020,,hypothetical protein,2,2,1.0,1,7223,,,,579,579,579.0,USDA1021_05151,WSM1022_05117
group_4019,,hypothetical protein,2,2,1.0,1,7222,,,,483,483,483.0,USDA1021_03689,WSM1022_04840
yidD,yidD,Putative membrane protein insertion efficiency factor,2,2,1.0,1,7221,,,,264,375,319.5,USDA1021_00982,WSM1022_01213
group_4018,,hypothetical protein,2,2,1.0,1,7220,,,,378,561,469.5,USDA1021_04059,WSM1022_03922
group_4017,apsD_2;,D-apiose dehydrogenase;hypothetical protein,2,2,1.0,1,7219,,,,1083,1083,1083.0,USDA1021_06611,WSM1022_06169
group_4016,,hypothetical protein,2,2,1.0,1,7218,,,,222,222,222.0,USDA1021_06185,WSM1022_05745
group_4015,,hypothetical protein,2,2,1.0,1,7217,,,,672,672,672.0,USDA1021_01788,WSM1022_00232
group_4014,,hypothetical protein,2,2,1.0,1,7216,,,,1146,1146,1146.0,USDA1021_00289,WSM1022_01953
cysG_2,cysG_2,Siroheme synthase,2,2,1.0,1,7215,,,,1134,1134,1134.0,USDA1021_06204,WSM1022_05763
group_4013,,hypothetical protein,2,2,1.0,1,7214,,,,402,402,402.0,USDA1021_00302,WSM1022_01940
group_4012,,hypothetical protein,2,2,1.0,1,7213,,,,426,426,426.0,USDA1021_00300,WSM1022_01942
dmlR_15,dmlR_15;,HTH-type transcriptional regulator DmlR;hypothetical protein,2,2,1.0,1,7212,,,,459,912,685.5,USDA1021_06371,WSM1022_05929
ycaC_4~~~ycaC_3,ycaC_4;ycaC_3,putative hydrolase YcaC,2,2,1.0,1,7211,,,,492,642,567.0,USDA1021_06372,WSM1022_05930
siaP_2~~~siaP_3,siaP_2;;siaP_3,Sialic acid-binding periplasmic protein SiaP;hypothetical protein,2,3,1.5,1,7210,,,,174,972,633.0,USDA1021_05082;USDA1021_05081,WSM1022_05048
group_4011,,hypothetical protein,2,2,1.0,1,7209,,,,339,339,339.0,USDA1021_04971,WSM1022_03667
group_4010,,hypothetical protein,2,2,1.0,1,7208,,,,144,144,144.0,USDA1021_04969,WSM1022_03669
actP_1,;actP_1,hypothetical protein;Copper-transporting P-type ATPase,2,2,1.0,1,7207,,,,255,267,261.0,USDA1021_04662,WSM1022_04527
group_4009,,hypothetical protein,2,2,1.0,1,7206,,,,4344,4404,4374.0,USDA1021_01355,WSM1022_00850
group_4008,,hypothetical protein,2,2,1.0,1,7205,,,,492,492,492.0,USDA1021_00662,WSM1022_01583
btuB_3~~~btuB_2,btuB_3;btuB_2,Vitamin B12 transporter BtuB,2,2,1.0,1,7204,,,,2262,2799,2530.5,USDA1021_03246,WSM1022_02335
group_4007,,hypothetical protein,2,2,1.0,1,7203,,,,732,732,732.0,USDA1021_06604,WSM1022_06162
group_4006,,hypothetical protein,2,2,1.0,1,7202,,,,405,405,405.0,USDA1021_00310,WSM1022_01933
mhqO_2~~~mhqO,mhqO_2;mhqO,Putative ring-cleaving dioxygenase MhqO,2,2,1.0,1,7201,,,,222,222,222.0,USDA1021_04164,WSM1022_04069
thiG_2~~~thiG,thiG_2;thiG,Thiazole synthase,2,2,1.0,1,7200,,,,774,774,774.0,USDA1021_05419,WSM1022_05378
group_4005,,hypothetical protein,2,2,1.0,1,7199,,,,279,549,414.0,USDA1021_00991,WSM1022_01204
ureF,ureF,Urease accessory protein UreF,2,2,1.0,1,7198,,,,672,672,672.0,USDA1021_03164,WSM1022_02417
group_4004,,hypothetical protein,2,2,1.0,1,7197,,,,447,447,447.0,USDA1021_00983,WSM1022_01212
group_4003,,hypothetical protein,2,3,1.5,1,7196,,,,147,294,197.0,USDA1021_00547,WSM1022_01689;WSM1022_01688
group_4002,,hypothetical protein,2,2,1.0,1,7195,,,,579,684,631.5,USDA1021_03415,WSM1022_03855
stf0,stf0,Trehalose 2-sulfotransferase,2,2,1.0,1,7194,,,,762,801,781.5,USDA1021_03332,WSM1022_02252
rdmC,rdmC,Aclacinomycin methylesterase RdmC,2,2,1.0,1,7193,,,,849,849,849.0,USDA1021_04462,WSM1022_04307
ntaA_1,ntaA_1,Nitrilotriacetate monooxygenase component A,2,2,1.0,1,7192,,,,1302,1302,1302.0,USDA1021_04849,WSM1022_04728
