MtrunA17r5.0-ANR gene ID	Noble reannotated genome transcript ID
MtrunA17_Chr2g0316721	Medtr2g078510.1
MtrunA17_Chr3g0109551	Medtr3g064210.1
MtrunA17_Chr7g0254591	Medtr7g087475.1
MtrunA17_Chr2g0282451	Medtr2g014120.1
MtrunA17_Chr7g0250101	Medtr7g081070.1
MtrunA17_Chr7g0268711	Medtr7g108200.1
MtrunA17_Chr4g0020331	Medtr0003s0470.1
MtrunA17_Chr5g0405361	Medtr5g021980.1
MtrunA17_Chr5g0446721	Medtr5g096050.1
MtrunA17_Chr2g0309001	Medtr8g057120.1
MtrunA17_Chr6g0475201	Medtr6g463400.1
MtrunA17_Chr6g0453491	Medtr6g012740.1
MtrunA17_Chr2g0316641	Medtr2g078480.1
MtrunA17_Chr1g0166351	Medtr1g041380.1
MtrunA17_Chr8g0370141	Medtr8g073100.1
MtrunA17_Chr2g0291121	Medtr2g028080.1
MtrunA17_Chr4g0071851	Medtr4g127440.1
MtrunA17_Chr6g0475301	Medtr0050s0160.1
MtrunA17_Chr3g0079221	MT35v5_Medtr3g008440.1
MtrunA17_Chr1g0147821	MT35v5_Medtr1g009580.1
MtrunA17_Chr4g0050511	Medtr4g094255.1
MtrunA17_Chr4g0022641	Medtr4g045977.1
MtrunA17_Chr4g0052641	Medtr4g094718.1
MtrunA17_Chr1g0169081	Medtr1g046200.1
MtrunA17_Chr3g0108171	Medtr3g062340.1
MtrunA17_Chr2g0321111	Medtr2g085075.1
MtrunA17_Chr2g0294671	Medtr2g034600.2
MtrunA17_Chr4g0029971	Medtr4g060900.1
MtrunA17_Chr8g0373761	Medtr8g078390.1
MtrunA17_Chr7g0257461	Medtr7g091460.1
MtrunA17_Chr5g0429781	Medtr5g070220.1
MtrunA17_Chr8g0365131	Medtr8g064050.1
MtrunA17_Chr3g0100691	Medtr3g055710.1
MtrunA17_Chr7g0221881	Medtr7g021710.1
MtrunA17_Chr5g0416461	Medtr5g039390.1
MtrunA17_Chr1g0198461	Medtr1g092900.1
MtrunA17_Chr1g0154531	Medtr1g021875.1
MtrunA17_Chr1g0179391	Medtr1g061280.1
MtrunA17_Chr8g0386181	MT35v5_Medtr6g029270.1
MtrunA17_Chr8g0348421	Medtr8g028680.1
MtrunA17_Chr5g0435621	Medtr5g080440.1
MtrunA17_Chr5g0415091	Medtr5g036860.1
MtrunA17_Chr6g0468421	MT4Noble_056423.1
MtrunA17_Chr8g0340741	Medtr8g014530.1
MtrunA17_Chr7g0222251	Medtr7g022160.1
MtrunA17_Chr4g0015551	Medtr4g051130.1
MtrunA17_Chr2g0309851	Medtr2g063913.1
MtrunA17_Chr3g0143081	Medtr3g114250.1
MtrunA17_Chr5g0419011	Medtr5g044230.1
MtrunA17_Chr7g0268061	Medtr0699s0010.1
MtrunA17_Chr5g0422671	Medtr1g069585.1
MtrunA17_Chr7g0235551	Medtr7g056103.1
MtrunA17_Chr3g0145811	MT35v5_Medtr4g039500.1
MtrunA17_Chr3g0097381	Medtr3g048470.1
MtrunA17_Chr1g0173431	Medtr0100s0150.1
MtrunA17_Chr2g0284101	Medtr2g016500.1
MtrunA17_Chr4g0032351	Medtr4g064997.1
MtrunA17_Chr4g0026231	Medtr4g052810.1
MtrunA17_Chr7g0252821	Medtr7g085050.1
MtrunA17_Chr8g0393321	Medtr8g107710.1
MtrunA17_Chr4g0002691	Medtr4g009010.1
MtrunA17_Chr8g0360311	Medtr8g061230.1
MtrunA17_Chr2g0281821	Medtr2g013060.1
MtrunA17_Chr8g0344821	Medtr8g022470.1
MtrunA17_Chr2g0298511	Medtr2g037620.1
MtrunA17_Chr8g0336611	Medtr8g008870.1
MtrunA17_Chr7g0220511	Medtr7g017610.1
MtrunA17_Chr3g0145091	Medtr3g117350.1
MtrunA17_Chr8g0358281	MT35v5_contig_169819_1.1
MtrunA17_Chr3g0105861	Medtr3g465510.1
MtrunA17_Chr4g0037821	Medtr4g074370.1
MtrunA17_Chr2g0285081	Medtr3g026085.1
MtrunA17_Chr3g0140961	Medtr3g111090.1
MtrunA17_Chr6g0478151	Medtr6g068990.1
MtrunA17_Chr1g0163521	Medtr1g036280.1
MtrunA17_Chr2g0286861	Medtr2g020830.1
MtrunA17_Chr5g0409581	Medtr5g027200.2
MtrunA17_Chr5g0420241	Medtr5g047330.1
MtrunA17_Chr4g0046801	Medtr8g018230.1
MtrunA17_Chr1g0210491	Medtr1g111860.1
MtrunA17_Chr1g0152711	Medtr1g018480.1
MtrunA17_Chr7g0226491	Medtr7g032430.1
MtrunA17_Chr3g0113991	Medtr3g071540.1
MtrunA17_Chr7g0223271	Medtr7g024560.1
MtrunA17_Chr7g0245711	Medtr7g074870.1
MtrunA17_Chr6g0458981	Medtr6g023080.1
MtrunA17_Chr3g0144471	Medtr3g116440.1
MtrunA17_Chr7g0274931	Medtr7g116380.1
MtrunA17_Chr8g0368821	Medtr8g070010.1
MtrunA17_Chr1g0191491	Medtr1g082410.1
MtrunA17_Chr1g0161691	MT4Noble_001732.1
MtrunA17_Chr6g0484051	Medtr6g083780.1
MtrunA17_Chr5g0430981	MT35v5_contig_199036_13.1
MtrunA17_Chr7g0242941	Medtr7g069460.1
MtrunA17_Chr5g0432611	Medtr5g075320.1
MtrunA17_Chr4g0066331	Medtr4g118030.1
MtrunA17_Chr6g0458301	MT4Noble_020562.1
MtrunA17_Chr8g0365261	Medtr5g093790.1
MtrunA17_Chr3g0085521	Medtr3g022400.1
MtrunA17_Chr3g0083381	Medtr3g016350.1
MtrunA17_Chr1g0209251	Medtr1g109620.1
MtrunA17_Chr8g0377441	Medtr8g080700.1
MtrunA17_Chr8g0357511	MT4Noble_050585.1
MtrunA17_Chr3g0120821	Medtr3g082770.1
MtrunA17_Chr2g0299361	Medtr2g039340.1
MtrunA17_Chr2g0278631	Medtr2g008120.1
MtrunA17_Chr3g0126331	Medtr3g090820.1
MtrunA17_Chr2g0327841	Medtr2g096475.1
MtrunA17_Chr3g0127011	Medtr3g091760.1
MtrunA17_Chr7g0219841	Medtr7g015760.1
MtrunA17_Chr4g0034781	Medtr4g085790.1
MtrunA17_Chr3g0119471	Medtr3g080320.1
MtrunA17_Chr3g0103691	Medtr3g462150.1
MtrunA17_Chr6g0451311	Medtr6g007773.1
MtrunA17_Chr6g0487871	Medtr0240s0040.1
MtrunA17_Chr4g0074711	Medtr4g131970.1
MtrunA17_Chr2g0308961	Medtr2g061780.1
MtrunA17_Chr5g0406691	Medtr5g023740.1
MtrunA17_Chr7g0266961	Medtr7g105540.1
MtrunA17_Chr2g0290491	Medtr2g026710.1
MtrunA17_Chr3g0100961	Medtr3g055830.1
MtrunA17_Chr3g0097771	Medtr3g048920.1
MtrunA17_Chr4g0043261	Medtr4g083210.1
MtrunA17_Chr1g0148291	Medtr1g010030.1
MtrunA17_Chr7g0247591	MT35v5_Medtr7g077370.1
MtrunA17_Chr1g0191351	Medtr1g082290.1
MtrunA17_Chr3g0115251	Medtr3g073370.1
MtrunA17_Chr3g0126821	Medtr3g091460.1
MtrunA17_Chr7g0275601	Medtr7g117350.2
MtrunA17_Chr8g0391441	Medtr8g104890.1
MtrunA17_Chr4g0054531	Medtr4g097900.1
MtrunA17_Chr6g0466471	Medtr0571s0010.1
MtrunA17_Chr7g0246251	Medtr7g075700.1
MtrunA17_Chr3g0081111	Medtr3g011960.1
MtrunA17_Chr7g0269971	Medtr7g109530.1
MtrunA17_Chr7g0265001	Medtr7g103070.1
MtrunA17_Chr4g0048941	Medtr4g092050.1
MtrunA17_Chr7g0230411	Medtr0388s0020.1
MtrunA17_Chr7g0217711	Medtr7g011120.1
MtrunA17_Chr1g0193151	Medtr1g484840.1
MtrunA17_Chr8g0377951	Medtr8g083240.1
MtrunA17_Chr2g0312691	Medtr2g070070.1
MtrunA17_Chr3g0133841	Medtr3g101610.1
MtrunA17_Chr5g0409691	Medtr5g027350.1
MtrunA17_Chr7g0254411	Medtr7g087130.1
MtrunA17_Chr3g0099001	Medtr3g052090.1
MtrunA17_Chr4g0051931	Medtr4g094600.1
MtrunA17_Chr3g0090721	Medtr3g035590.1
MtrunA17_Chr8g0370431	Medtr8g073345.1
MtrunA17_Chr3g0095441	Medtr3g449880.1
MtrunA17_Chr4g0041011	Medtr4g079700.1
MtrunA17_Chr7g0238181	Medtr7g060160.1
MtrunA17_Chr2g0313051	Medtr2g070670.1
MtrunA17_Chr4g0075691	Medtr4g133030.1
MtrunA17_Chr7g0235181	Medtr7g057540.1
MtrunA17_Chr3g0086461	Medtr3g023970.1
MtrunA17_Chr5g0414231	Medtr5g035300.1
MtrunA17_Chr4g0013381	Medtr4g029600.1
MtrunA17_Chr4g0011541	Medtr4g025130.1
MtrunA17_Chr1g0170331	Medtr2g081490.1
MtrunA17_Chr7g0265631	Medtr7g103490.1
MtrunA17_Chr8g0342001	Medtr8g016230.1
MtrunA17_Chr2g0321851	Medtr2g087110.1
MtrunA17_Chr3g0131491	Medtr3g098450.1
MtrunA17_Chr2g0310401	Medtr2g065450.1
MtrunA17_Chr4g0005111	Medtr4g013385.1
MtrunA17_Chr8g0375791	MT35v5_AC146550_1003.1
MtrunA17_Chr7g0275531	Medtr7g117200.1
MtrunA17_Chr7g0258421	Medtr7g092880.1
MtrunA17_Chr4g0067011	Medtr4g119413.1
MtrunA17_Chr2g0302741	Medtr2g046430.1
MtrunA17_Chr1g0155851	Medtr1g023310.1
MtrunA17_Chr6g0473061	Medtr3g105400.2
MtrunA17_Chr5g0409671	Medtr5g027330.1
MtrunA17_Chr4g0008601	Medtr4g019490.1
MtrunA17_Chr5g0413681	Medtr5g034440.1
MtrunA17_Chr8g0387941	Medtr8g099320.1
MtrunA17_Chr1g0204131	Medtr1g102010.2
MtrunA17_Chr8g0367791	Medtr8g069245.1
MtrunA17_Chr3g0145431	Medtr3g117680.1
MtrunA17_Chr6g0484861	MT4Noble_040704.1
MtrunA17_Chr7g0253691	Medtr7g086180.1
MtrunA17_Chr2g0304671	Medtr5g060015.1
MtrunA17_Chr4g0074491	Medtr4g131710.1
MtrunA17_Chr2g0325071	Medtr2g090820.1
MtrunA17_Chr7g0232391	Medtr0184s0040.1
MtrunA17_Chr1g0171011	Medtr1g050325.1
MtrunA17_Chr5g0430421	Medtr5g071400.1
MtrunA17_Chr3g0122651	Medtr3g085510.1
MtrunA17_Chr3g0145061	Medtr3g117320.1
MtrunA17_Chr5g0432281	Medtr5g074640.1
MtrunA17_Chr6g0459051	Medtr6g023190.1
MtrunA17_Chr1g0209141	Medtr1g109430.6
MtrunA17_Chr7g0231421	Medtr4g037165.1
MtrunA17_Chr1g0170351	Medtr1g040690.1
MtrunA17_Chr8g0360991	Medtr8g464870.1
MtrunA17_Chr1g0198661	Medtr1g093600.1
MtrunA17_Chr4g0042171	Medtr4g081530.1
MtrunA17_Chr7g0232591	MT35v5_contig_185922_47.1
MtrunA17_Chr6g0453371	Medtr6g012590.1
MtrunA17_Chr7g0244591	Medtr7g072870.1
MtrunA17_Chr8g0388361	Medtr8g099600.1
MtrunA17_Chr7g0215741	Medtr7g007780.1
MtrunA17_Chr1g0158151	Medtr1g027460.1
MtrunA17_Chr4g0062981	Medtr4g113250.1
MtrunA17_Chr4g0030901	Medtr4g063150.1
MtrunA17_Chr5g0439431	Medtr5g085900.1
MtrunA17_Chr5g0395571	Medtr1g098140.1
MtrunA17_Chr4g0031241	Medtr4g063660.1
MtrunA17_Chr2g0325611	Medtr2g091240.1
MtrunA17_Chr3g0110551	Medtr3g065630.1
MtrunA17_Chr5g0446161	Medtr5g095290.1
MtrunA17_Chr6g0452621	Medtr6g011010.1
MtrunA17_Chr4g0041751	Medtr4g080920.1
MtrunA17_Chr7g0271011	Medtr7g111020.1
MtrunA17_Chr1g0201461	Medtr1g098160.1
MtrunA17_Chr7g0257531	Medtr7g091540.1
MtrunA17_Chr1g0209491	Medtr1g110230.1
MtrunA17_Chr1g0188881	Medtr1g077670.1
MtrunA17_Chr2g0282411	Medtr2g014030.1
MtrunA17_Chr3g0105651	Medtr3g465040.1
MtrunA17_Chr3g0121471	Medtr3g083850.1
MtrunA17_Chr2g0293921	Medtr5g057040.1
MtrunA17_Chr4g0066951	Medtr4g119340.1
MtrunA17_Chr2g0296511	Medtr2g437610.1
MtrunA17_Chr3g0122621	Medtr3g085470.1
MtrunA17_Chr2g0332421	Medtr0623s0010.1
MtrunA17_Chr2g0293881	Medtr2g033040.1
MtrunA17_Chr4g0000771	Medtr7g021720.1
MtrunA17_Chr6g0464451	Medtr6g043740.1
MtrunA17_Chr3g0130611	Medtr3g096760.1
MtrunA17_Chr1g0208051	Medtr1g107430.1
MtrunA17_Chr3g0079331	Medtr3g008630.1
MtrunA17_Chr8g0380881	Medtr8g089030.1
MtrunA17_Chr1g0159641	Medtr1g029630.2
MtrunA17_Chr8g0349941	Medtr8g032130.1
MtrunA17_Chr6g0452171	Medtr6g009200.1
MtrunA17_Chr3g0077781	Medtr3g005980.1
MtrunA17_Chr5g0422521	Medtr5g053935.1
MtrunA17_Chr4g0049791	Medtr4g093660.1
MtrunA17_Chr1g0169261	Medtr1g046460.1
MtrunA17_Chr1g0190031	Medtr1g079800.3
MtrunA17_Chr6g0482111	Medtr6g078420.1
MtrunA17_Chr1g0213031	Medtr1g115840.1
MtrunA17_Chr5g0408221	Medtr5g025640.1
MtrunA17_Chr3g0078681	Medtr3g007790.1
MtrunA17_Chr4g0004941	Medtr4g013270.1
MtrunA17_Chr3g0141191	Medtr3g111420.1
MtrunA17_Chr1g0154451	Medtr1g021740.1
MtrunA17_Chr6g0488841	Medtr6g093140.1
MtrunA17_Chr3g0100211	Medtr3g055200.1
MtrunA17_Chr3g0090451	Medtr3g034610.1
MtrunA17_Chr5g0397921	Medtr5g010720.1
MtrunA17_Chr3g0120851	Medtr3g082810.1
MtrunA17_Chr6g0452211	Medtr6g009350.1
MtrunA17_Chr2g0317381	Medtr2g085360.1
MtrunA17_Chr7g0214521	Medtr7g005990.1
MtrunA17_Chr4g0065981	Medtr4g117660.1
MtrunA17_Chr3g0089651	Medtr3g032500.1
MtrunA17_Chr8g0337761	MT4Noble_048624.1
MtrunA17_Chr5g0436731	Medtr5g082110.2
MtrunA17_Chr3g0115391	Medtr3g073620.1
MtrunA17_Chr8g0386041	Medtr8g096380.1
MtrunA17_Chr4g0072831	Medtr4g128820.1
MtrunA17_Chr1g0200531	Medtr1g096370.1
MtrunA17_Chr4g0016831	Medtr4g050850.1
MtrunA17_Chr4g0010751	Medtr4g023460.1
MtrunA17_Chr4g0065631	Medtr4g117170.1
MtrunA17_Chr8g0366511	Medtr8g066730.1
MtrunA17_Chr3g0097491	Medtr3g463540.1
MtrunA17_Chr3g0110731	Medtr3g065705.1
MtrunA17_Chr1g0184991	Medtr1g071130.1
MtrunA17_Chr1g0147171	Medtr1g008310.1
MtrunA17_Chr1g0207281	Medtr1g106860.1
MtrunA17_Chr5g0416441	Medtr5g039210.1
MtrunA17_Chr4g0067851	Medtr7g075890.1
MtrunA17_Chr5g0446531	Medtr5g095820.1
MtrunA17_Chr5g0412851	Medtr5g033220.1
MtrunA17_Chr3g0087541	Medtr3g027200.1
MtrunA17_Chr7g0215971	Medtr7g008070.1
MtrunA17_Chr4g0012401	Medtr0911s0020.1
MtrunA17_Chr7g0227921	Medtr0103s0090.1
MtrunA17_Chr5g0434421	Medtr5g077850.1
MtrunA17_Chr5g0416851	Medtr5g040080.1
MtrunA17_Chr7g0220351	Medtr7g017280.1
MtrunA17_Chr5g0426001	Medtr5g063730.1
MtrunA17_Chr4g0063021	Medtr4g113290.1
MtrunA17_Chr4g0037491	Medtr4g073970.1
MtrunA17_Chr1g0173611	Medtr8g087763.1
MtrunA17_Chr4g0029831	Medtr4g060660.1
MtrunA17_Chr2g0296971	Medtr2g035755.1
MtrunA17_Chr1g0194961	Medtr1g087520.1
MtrunA17_Chr2g0281331	Medtr2g012450.1
MtrunA17_Chr2g0331411	Medtr2g101500.1
MtrunA17_Chr1g0189331	Medtr1g078170.1
MtrunA17_Chr5g0448101	Medtr5g098180.1
MtrunA17_Chr2g0284961	Medtr2g017935.1
MtrunA17_Chr6g0465271	Medtr6g039100.1
MtrunA17_Chr4g0046841	Medtr4g088500.1
MtrunA17_Chr4g0051341	Medtr4g094465.1
MtrunA17_Chr4g0067721	Medtr4g120420.1
MtrunA17_Chr6g0460741	Medtr6g027470.1
MtrunA17_Chr4g0048051	Medtr4g090600.1
MtrunA17_Chr1g0151841	Medtr1g016880.1
MtrunA17_Chr5g0415511	Medtr5g037500.1
MtrunA17_Chr5g0417111	Medtr5g040600.1
MtrunA17_Chr4g0076341	MT4Noble_030154.1
MtrunA17_Chr3g0094231	Medtr3g436390.1
MtrunA17_Chr2g0311141	Medtr2g066940.1
MtrunA17_Chr8g0368841	Medtr8g070020.1
MtrunA17_Chr4g0063301	Medtr4g113750.1
MtrunA17_Chr8g0360011	MT35v5_contig_84035_1.1
MtrunA17_Chr1g0171501	Medtr1g050750.1
MtrunA17_Chr7g0223161	Medtr7g024320.1
MtrunA17_Chr5g0421201	Medtr5g049190.1
MtrunA17_Chr7g0273671	Medtr7g114550.1
MtrunA17_Chr4g0042631	Medtr4g082235.1
MtrunA17_Chr4g0064941	Medtr4g116170.1
MtrunA17_Chr4g0033191	Medtr4g066210.1
MtrunA17_Chr3g0137251	Medtr3g106410.1
MtrunA17_Chr4g0045061	Medtr4g086410.1
MtrunA17_Chr3g0093661	Medtr3g045020.1
MtrunA17_Chr1g0174021	Medtr5g058620.1
MtrunA17_Chr6g0468461	Medtr6g047550.1
MtrunA17_Chr2g0325311	MT4Noble_013135.1
MtrunA17_Chr1g0196831	Medtr8g023580.1
MtrunA17_Chr2g0307541	Medtr2g055990.1
MtrunA17_Chr4g0061941	Medtr4g110140.1
MtrunA17_Chr3g0123611	Medtr3g086660.1
MtrunA17_Chr2g0285011	Medtr2g017985.1
MtrunA17_Chr1g0180741	Medtr1g063330.1
MtrunA17_Chr8g0345071	Medtr8g023050.1
MtrunA17_Chr7g0225111	Medtr7g028905.1
MtrunA17_Chr8g0344781	Medtr8g022410.1
MtrunA17_Chr5g0405801	Medtr5g022610.1
MtrunA17_Chr7g0230401	MT35v5_contig_18306_1.1
MtrunA17_Chr6g0483441	Medtr6g081930.1
MtrunA17_Chr8g0349631	Medtr8g031590.1
MtrunA17_Chr3g0097831	Medtr3g049080.1
MtrunA17_Chr5g0394221	Medtr5g005870.1
MtrunA17_Chr2g0281601	Medtr2g012830.1
MtrunA17_Chr5g0418111	Medtr5g042660.1
MtrunA17_Chr2g0297841	Medtr8g046930.1
MtrunA17_Chr3g0100361	Medtr3g055420.1
MtrunA17_Chr2g0302101	Medtr2g045050.1
MtrunA17_Chr7g0260461	Medtr7g095800.1
MtrunA17_Chr1g0155821	Medtr1g023260.1
MtrunA17_Chr3g0077931	Medtr3g006170.1
MtrunA17_Chr3g0112581	Medtr3g069400.1
MtrunA17_Chr4g0033901	Medtr6g086685.1
MtrunA17_Chr2g0315651	Medtr2g076210.1
MtrunA17_Chr2g0327111	Medtr2g095180.1
MtrunA17_Chr1g0207611	Medtr1g106915.1
MtrunA17_Chr3g0106361	Medtr1g050532.1
MtrunA17_Chr8g0358911	Medtr8g461260.1
MtrunA17_Chr3g0133211	Medtr3g100710.1
MtrunA17_Chr8g0390101	Medtr8g102810.1
MtrunA17_Chr4g0057161	Medtr4g102550.1
MtrunA17_Chr5g0446771	Medtr5g096150.1
MtrunA17_Chr4g0050381	Medtr4g094208.1
MtrunA17_Chr6g0468821	Medtr6g048370.1
MtrunA17_Chr6g0454911	Medtr6g015435.1
MtrunA17_Chr8g0335431	Medtr8g006780.1
MtrunA17_Chr3g0092531	Medtr3g040410.1
MtrunA17_Chr4g0009891	Medtr4g021785.1
MtrunA17_Chr5g0413761	Medtr5g034590.1
MtrunA17_Chr1g0151511	Medtr1g016270.1
MtrunA17_Chr6g0449901	Medtr6g005540.1
MtrunA17_Chr1g0203991	MT35v5_Medtr1g101800.1
MtrunA17_Chr3g0081591	Medtr3g012530.1
MtrunA17_Chr3g0124481	Medtr3g087860.1
MtrunA17_Chr4g0038861	Medtr4g076150.1
MtrunA17_Chr6g0483491	Medtr6g082080.1
MtrunA17_Chr5g0430021	Medtr5g070860.1
MtrunA17_Chr7g0215561	Medtr7g007400.1
MtrunA17_Chr2g0287951	Medtr2g022600.1
MtrunA17_Chr5g0440231	Medtr5g087370.1
MtrunA17_Chr3g0119881	Medtr3g080910.1
MtrunA17_Chr3g0109211	Medtr4g025370.2
MtrunA17_Chr4g0013511	Medtr4g029710.1
MtrunA17_Chr2g0328781	Medtr2g097950.1
MtrunA17_Chr5g0441351	MT35v5_Medtr5g089920.1
MtrunA17_Chr4g0028931	Medtr4g058860.1
MtrunA17_Chr5g0403281	Medtr5g018910.1
MtrunA17_Chr3g0096331	Medtr3g047670.1
MtrunA17_Chr3g0103361	Medtr3g061450.1
MtrunA17_Chr3g0092751	Medtr5g057715.1
MtrunA17_Chr5g0394921	Medtr5g006830.1
MtrunA17_Chr5g0430381	Medtr5g071360.1
MtrunA17_Chr2g0282521	Medtr2g014200.1
MtrunA17_Chr2g0308971	Medtr2g061790.1
MtrunA17_Chr2g0294581	Medtr2g034440.1
MtrunA17_Chr4g0035581	Medtr4g071090.1
MtrunA17_Chr2g0301541	Medtr2g043980.1
MtrunA17_Chr8g0371071	Medtr8g074620.1
MtrunA17_Chr8g0391971	Medtr8g105740.1
MtrunA17_Chr7g0261501	Medtr7g097160.1
MtrunA17_Chr1g0211891	Medtr1g114320.1
MtrunA17_Chr7g0270461	Medtr7g110160.1
MtrunA17_Chr8g0385101	Medtr8g095060.1
MtrunA17_Chr3g0098471	MT4Noble_016578.1
MtrunA17_Chr1g0168301	Medtr4g036620.1
MtrunA17_Chr4g0039111	Medtr4g076640.1
MtrunA17_Chr4g0039291	Medtr4g077000.1
MtrunA17_Chr6g0468811	Medtr6g048350.1
MtrunA17_Chr7g0224381	Medtr1g115890.1
MtrunA17_Chr4g0043991	Medtr4g084670.1
MtrunA17_Chr7g0225821	Medtr7g029540.1
MtrunA17_Chr6g0481751	Medtr6g077800.1
MtrunA17_Chr1g0195251	Medtr1g088180.1
MtrunA17_Chr7g0263461	Medtr7g100420.1
MtrunA17_Chr3g0085291	MT35v5_contig_69770_1.1
MtrunA17_Chr7g0265011	Medtr7g102380.1
MtrunA17_Chr6g0453341	Medtr6g012520.1
MtrunA17_Chr1g0189071	Medtr1g077890.1
MtrunA17_Chr3g0129941	Medtr3g095960.5
MtrunA17_Chr8g0360801	Medtr8g464490.1
MtrunA17_Chr8g0357491	Medtr8g442670.1
MtrunA17_Chr4g0030221	Medtr4g061300.1
MtrunA17_Chr1g0167661	Medtr1g043050.1
MtrunA17_Chr8g0342841	Medtr8g018320.1
MtrunA17_Chr2g0316351	Medtr2g078140.1
MtrunA17_Chr5g0409061	Medtr5g026530.1
MtrunA17_Chr7g0266951	Medtr7g105530.1
MtrunA17_Chr7g0225841	Medtr7g029620.1
MtrunA17_Chr5g0421491	Medtr0227s0020.1
MtrunA17_Chr4g0066171	Medtr0536s0010.1
MtrunA17_Chr4g0050311	Medtr4g094260.1
MtrunA17_Chr7g0274311	Medtr7g115350.1
MtrunA17_Chr4g0046901	Medtr4g088520.1
MtrunA17_Chr6g0484931	Medtr6g085070.1
MtrunA17_Chr7g0243021	Medtr7g069580.1
MtrunA17_Chr2g0297781	Medtr0062s0090.1
MtrunA17_Chr5g0437241	Medtr5g082780.1
MtrunA17_Chr7g0225671	Medtr7g029415.1
MtrunA17_Chr1g0170961	MT4Noble_002790.1
MtrunA17_Chr1g0150151	Medtr1g014510.1
MtrunA17_Chr3g0077151	Medtr3g005010.1
MtrunA17_Chr3g0110831	Medtr3g065730.1
MtrunA17_Chr3g0084301	Medtr3g019300.1
MtrunA17_Chr2g0330291	Medtr2g100110.1
MtrunA17_Chr5g0402601	Medtr5g017890.1
MtrunA17_Chr2g0331741	Medtr2g101950.1
MtrunA17_Chr1g0152751	Medtr1g418505.1
MtrunA17_Chr5g0404401	Medtr5g020670.1
MtrunA17_Chr4g0044901	Medtr4g086190.1
MtrunA17_Chr1g0203141	Medtr1g101040.1
MtrunA17_Chr8g0356411	Medtr3g448670.1
MtrunA17_Chr6g0486951	Medtr6g088745.1
MtrunA17_Chr6g0477961	Medtr6g066380.1
MtrunA17_Chr7g0223661	MT35v5_Medtr7g025850.1
MtrunA17_Chr8g0391341	Medtr8g104765.1
MtrunA17_Chr8g0343411	MT35Noble_058606.1
MtrunA17_Chr1g0149201	MT35v5_Medtr1g012340.1
MtrunA17_Chr4g0003571	Medtr4g011000.1
MtrunA17_Chr6g0476821	Medtr6g059760.1
MtrunA17_Chr4g0007331	Medtr4g017600.1
MtrunA17_Chr2g0330121	Medtr2g099920.1
MtrunA17_Chr8g0386691	MT35v5_Medtr8g098450.1
MtrunA17_Chr8g0384921	Medtr8g094810.1
MtrunA17_Chr4g0068591	Medtr4g122610.1
MtrunA17_Chr8g0352621	Medtr8g038220.2
MtrunA17_Chr3g0123641	Medtr3g086730.1
MtrunA17_Chr3g0082201	Medtr3g014200.1
MtrunA17_Chr1g0213991	Medtr1g117060.1
MtrunA17_Chr5g0427701	MT35v5_Medtr5g066540.1
MtrunA17_Chr4g0049621	Medtr4g093140.1
MtrunA17_Chr7g0217431	Medtr7g010800.1
MtrunA17_Chr1g0167461	Medtr1g042780.1
MtrunA17_Chr1g0160571	Medtr1g031300.1
MtrunA17_Chr8g0384901	Medtr8g094790.1
MtrunA17_Chr3g0086811	Medtr3g025800.1
MtrunA17_Chr0c12g0493661	Medtr4g134760.1
MtrunA17_Chr7g0246931	Medtr7g076550.1
MtrunA17_Chr4g0051731	Medtr4g094560.1
MtrunA17_Chr3g0087831	Medtr3g028010.1
MtrunA17_Chr7g0243411	Medtr7g070210.1
MtrunA17_Chr5g0433961	Medtr5g077160.1
MtrunA17_Chr5g0427101	Medtr5g065550.1
MtrunA17_Chr1g0158921	Medtr1g028440.1
MtrunA17_Chr2g0280061	Medtr2g010290.1
MtrunA17_Chr5g0397101	Medtr5g009830.1
MtrunA17_Chr6g0454631	Medtr6g015220.1
MtrunA17_Chr5g0444581	Medtr5g093370.1
MtrunA17_Chr4g0073841	Medtr4g130690.1
MtrunA17_Chr1g0201151	Medtr1g097440.1
MtrunA17_Chr4g0069811	Medtr4g124450.1
MtrunA17_Chr4g0076261	Medtr4g133900.1
MtrunA17_Chr6g0462881	Medtr6g045200.1
MtrunA17_Chr8g0350011	Medtr8g032290.1
MtrunA17_Chr8g0378741	Medtr8g085870.1
MtrunA17_Chr3g0119351	Medtr3g080170.1
MtrunA17_Chr2g0298341	Medtr2g037320.1
MtrunA17_Chr4g0074231	Medtr4g131220.1
MtrunA17_Chr8g0357691	Medtr8g442270.1
MtrunA17_Chr1g0184001	Medtr1g069995.1
MtrunA17_Chr8g0368181	Medtr8g069580.1
MtrunA17_Chr2g0317991	Medtr2g079810.1
MtrunA17_Chr3g0111851	Medtr3g067880.1
MtrunA17_Chr1g0205021	Medtr1g103220.1
MtrunA17_Chr7g0266711	Medtr7g105200.1
MtrunA17_Chr3g0080741	Medtr3g011390.1
MtrunA17_Chr1g0162601	Medtr1g034340.1
MtrunA17_Chr7g0261571	Medtr7g097220.1
MtrunA17_Chr7g0258441	MT35v5_Medtr7g092890.2
MtrunA17_Chr3g0097861	Medtr3g049180.1
MtrunA17_Chr2g0287541	Medtr2g021830.1
MtrunA17_Chr4g0058431	Medtr4g104860.1
MtrunA17_Chr3g0091191	Medtr3g036290.1
MtrunA17_Chr6g0452731	MT35v5_contig_73774_37.1
MtrunA17_Chr2g0280431	Medtr2g010790.1
MtrunA17_Chr4g0032271	Medtr4g064947.1
