locus_tag	ftype	length_bp	gene	EC_number	COG	product
USDA1021_00419	CDS	3828	cobN	6.6.1.2		Aerobic cobaltochelatase subunit CobN
USDA1021_00420	CDS	645	cobO	2.5.1.17		Corrinoid adenosyltransferase
USDA1021_00421	CDS	123				hypothetical protein
USDA1021_00422	CDS	1167	amiC_1			Aliphatic amidase expression-regulating protein
USDA1021_00423	CDS	615				hypothetical protein
USDA1021_00424	CDS	897	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
USDA1021_00425	CDS	921	gsiC_2		COG0601	Glutathione transport system permease protein GsiC
USDA1021_00426	CDS	1617	dppA_2		COG0747	Periplasmic dipeptide transport protein
USDA1021_00427	CDS	945	fmdA	3.5.1.49		Formamidase
USDA1021_00428	CDS	1782	gsiA_2	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
USDA1021_00429	CDS	960				hypothetical protein
USDA1021_00430	CDS	429	cbiG	3.7.1.12	COG2073	Cobalt-precorrin-5A hydrolase
USDA1021_00431	CDS	840	cobA	2.1.1.107		Uroporphyrinogen-III C-methyltransferase
USDA1021_00432	CDS	1290	cobB	6.3.5.9		Hydrogenobyrinate a,c-diamide synthase
USDA1021_00433	CDS	1002	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
USDA1021_00434	CDS	984	cobD		COG1270	Cobalamin biosynthesis protein CobD
USDA1021_00435	CDS	282	acpXL		COG0236	Acyl carrier protein AcpXL
USDA1021_00436	CDS	477				hypothetical protein
USDA1021_00437	CDS	1203				hypothetical protein
USDA1021_00438	CDS	1284	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
USDA1021_00439	CDS	1029		1.3.1.103		2-haloacrylate reductase
USDA1021_00440	CDS	924	lpxL	2.3.1.241		Lipid A biosynthesis lauroyltransferase
USDA1021_00441	CDS	354				hypothetical protein
USDA1021_00442	CDS	444				hypothetical protein
USDA1021_00443	CDS	891				hypothetical protein
USDA1021_00444	CDS	1419	alsT_1		COG1115	Amino-acid carrier protein AlsT
USDA1021_00445	CDS	1431	gndA	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating
USDA1021_00446	CDS	267				hypothetical protein
USDA1021_00447	CDS	1071	rafR_1			HTH-type transcriptional regulator RafR
USDA1021_00448	CDS	1236				putative sugar-binding periplasmic protein
USDA1021_00449	CDS	909	melD_1		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
USDA1021_00450	CDS	942	ngcG_1		COG0395	Diacetylchitobiose uptake system permease protein NgcG
USDA1021_00451	CDS	1086	ugpC_2	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
USDA1021_00452	CDS	2475				hypothetical protein
USDA1021_00453	CDS	762				hypothetical protein
USDA1021_00454	CDS	1134	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
USDA1021_00455	CDS	1029	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
USDA1021_00456	CDS	1107	takP		COG4663	Alpha-keto acid-binding periplasmic protein TakP
USDA1021_00457	CDS	360				IS481 family transposase ISRm20
USDA1021_00458	CDS	846				IS481 family transposase ISRm20
USDA1021_00459	CDS	1794				hypothetical protein
USDA1021_00460	CDS	576				hypothetical protein
USDA1021_00461	CDS	1626	xynB	3.2.1.37	COG3507	Beta-xylosidase
USDA1021_00462	CDS	381				hypothetical protein
USDA1021_00463	CDS	1023	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
USDA1021_00464	CDS	909	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
USDA1021_00465	CDS	828	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
USDA1021_00466	CDS	396	zur		COG0735	Zinc uptake regulation protein
USDA1021_00467	CDS	531	yrdA		COG0663	Protein YrdA
USDA1021_00468	CDS	687	ycgM		COG0179	putative protein YcgM
USDA1021_00469	CDS	207				hypothetical protein
USDA1021_00470	CDS	237				hypothetical protein
USDA1021_00471	CDS	249				hypothetical protein
USDA1021_00472	CDS	753				hypothetical protein
USDA1021_00473	CDS	1158	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
USDA1021_00474	CDS	213	cspJ			Cold shock-like protein CspJ
USDA1021_00475	CDS	618	dnaJ_1			Chaperone protein DnaJ
USDA1021_00476	CDS	606				hypothetical protein
USDA1021_00477	CDS	2958	uvrB			UvrABC system protein B
USDA1021_00478	CDS	354				hypothetical protein
USDA1021_00479	CDS	591				hypothetical protein
USDA1021_00480	CDS	390		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
USDA1021_00481	CDS	1815			COG0840	Methyl-accepting chemotaxis protein
USDA1021_00482	CDS	591				hypothetical protein
USDA1021_00483	CDS	1197				hypothetical protein
USDA1021_00484	CDS	351				hypothetical protein
USDA1021_00485	CDS	279				hypothetical protein
USDA1021_00486	CDS	291				hypothetical protein
USDA1021_00487	CDS	525				hypothetical protein
USDA1021_00488	CDS	318	bigR		COG0640	Biofilm growth-associated repressor
USDA1021_00489	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
USDA1021_00490	CDS	762	yadH		COG0842	Inner membrane transport permease YadH
USDA1021_00491	CDS	702				hypothetical protein
USDA1021_00492	CDS	222				hypothetical protein
USDA1021_00493	CDS	789	cobV	2.7.8.26		Adenosylcobinamide-GDP ribazoletransferase
USDA1021_00494	CDS	1017	cobU	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
USDA1021_00495	CDS	414				hypothetical protein
USDA1021_00496	CDS	1536	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
USDA1021_00497	CDS	720				hypothetical protein
USDA1021_00498	CDS	630				hypothetical protein
USDA1021_00499	CDS	489	decR_2		COG1522	DNA-binding transcriptional activator DecR
USDA1021_00500	CDS	528				hypothetical protein
USDA1021_00501	CDS	870	garR_1	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
USDA1021_00502	CDS	828	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
USDA1021_00503	CDS	726				hypothetical protein
USDA1021_00504	CDS	705	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
USDA1021_00505	CDS	267				hypothetical protein
USDA1021_00506	CDS	831				hypothetical protein
USDA1021_00507	CDS	804	hisQ_1		COG4215	Histidine transport system permease protein HisQ
USDA1021_00508	CDS	783	artJ_1		COG0834	ABC transporter arginine-binding protein 1
USDA1021_00509	CDS	2250	pal_1			Peptidoglycan-associated lipoprotein
USDA1021_00510	CDS	525	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
USDA1021_00511	CDS	657	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
USDA1021_00512	CDS	909	ribN_2			Riboflavin transporter
USDA1021_00513	CDS	1050	moaA	4.1.99.22		GTP 3',8-cyclase
USDA1021_00514	CDS	375				hypothetical protein
USDA1021_00515	CDS	492				hypothetical protein
USDA1021_00516	CDS	918				hypothetical protein
USDA1021_00517	CDS	609				hypothetical protein
USDA1021_00518	CDS	1494	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
USDA1021_00519	CDS	1896				hypothetical protein
USDA1021_00520	CDS	684	gph_1	3.1.3.18	COG0546	Phosphoglycolate phosphatase
USDA1021_00521	CDS	696	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
USDA1021_00522	CDS	543				hypothetical protein
USDA1021_00523	CDS	1392	garB	1.8.1.16		Glutathione amide reductase
USDA1021_00524	CDS	1374	aroH	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase
USDA1021_00525	CDS	396				hypothetical protein
USDA1021_00526	CDS	939				hypothetical protein
USDA1021_00527	CDS	1734				hypothetical protein
USDA1021_00528	CDS	423				hypothetical protein
USDA1021_00529	CDS	1920				hypothetical protein
USDA1021_00530	CDS	1641	nadE_1	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
USDA1021_00531	CDS	828			COG0823	putative protein
USDA1021_00532	CDS	1023				hypothetical protein
USDA1021_00533	CDS	1194				hypothetical protein
USDA1021_00534	CDS	822		1.1.1.16		Galactitol 2-dehydrogenase
USDA1021_00535	CDS	684	bluB	1.13.11.79	COG0778	5,6-dimethylbenzimidazole synthase
USDA1021_00536	CDS	1128				hypothetical protein
USDA1021_00537	CDS	645				hypothetical protein
USDA1021_00538	CDS	738				hypothetical protein
USDA1021_00539	CDS	2313	dme	1.1.1.39	COG0280	NAD-dependent malic enzyme
USDA1021_00540	CDS	846	lpxH	3.6.1.54		UDP-2,3-diacylglucosamine hydrolase
USDA1021_00541	CDS	1224	hcaT			putative 3-phenylpropionic acid transporter
USDA1021_00542	CDS	984	ycjG	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
USDA1021_00543	CDS	1140				hypothetical protein
USDA1021_00544	CDS	810	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
USDA1021_00545	CDS	1371				hypothetical protein
USDA1021_00546	CDS	615				hypothetical protein
USDA1021_00547	CDS	294				hypothetical protein
USDA1021_00548	CDS	279				hypothetical protein
USDA1021_00549	CDS	981	hemF	1.3.3.3		Oxygen-dependent coproporphyrinogen-III oxidase
USDA1021_00550	CDS	261				hypothetical protein
USDA1021_00551	CDS	1188				hypothetical protein
USDA1021_00552	CDS	486	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
USDA1021_00553	CDS	573				hypothetical protein
USDA1021_00554	CDS	462	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
USDA1021_00555	CDS	1854	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
USDA1021_00556	CDS	1923	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
USDA1021_00557	CDS	579	petA	7.1.1.8	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
USDA1021_00558	CDS	1281	fbcH_1		COG1290	Cytochrome b/c1
USDA1021_00559	CDS	876	fbcH_2		COG1290	Cytochrome b/c1
USDA1021_00560	CDS	6270				hypothetical protein
USDA1021_00561	CDS	369				hypothetical protein
USDA1021_00562	CDS	321	fdxE		COG0633	Ferredoxin-6
USDA1021_00563	CDS	636				hypothetical protein
USDA1021_00564	CDS	852	folP	2.5.1.15	COG0294	Dihydropteroate synthase
USDA1021_00565	CDS	372	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
USDA1021_00566	CDS	525	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
USDA1021_00567	CDS	552				hypothetical protein
USDA1021_00568	CDS	1080				hypothetical protein
USDA1021_00569	CDS	1500	ycjX		COG3106	putative protein YcjX
USDA1021_00570	CDS	537				hypothetical protein
USDA1021_00571	CDS	420	dksA_1		COG1734	RNA polymerase-binding transcription factor DksA
USDA1021_00572	CDS	966				hypothetical protein
USDA1021_00573	CDS	2610	cckA_1			Sensor kinase CckA
USDA1021_00574	CDS	933	psuG	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
USDA1021_00575	CDS	960	psuK	2.7.1.83	COG0524	Pseudouridine kinase
USDA1021_00576	CDS	1086	recA			Protein RecA
USDA1021_00577	CDS	2664	alaS_1	6.1.1.7	COG0013	Alanine--tRNA ligase
USDA1021_00578	CDS	1656	dauA_1		COG0659	C4-dicarboxylic acid transporter DauA
USDA1021_00579	CDS	1464				hypothetical protein
USDA1021_00580	CDS	1524				hypothetical protein
USDA1021_00581	CDS	567				hypothetical protein
USDA1021_00582	CDS	1017				hypothetical protein
USDA1021_00583	CDS	1215	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
USDA1021_00584	CDS	2016				hypothetical protein
USDA1021_00585	CDS	831	trmJ	2.1.1.-		tRNA (cytidine/uridine/adenosine-2'-O-)-methyltransferase TrmJ
USDA1021_00586	CDS	834	murI	5.1.1.3	COG0796	Glutamate racemase
USDA1021_00587	tRNA	99				tRNA-Pro(cgg)
USDA1021_00588	CDS	618	rpsD		COG0522	30S ribosomal protein S4
USDA1021_00589	CDS	948	glsA	3.5.1.2	COG2066	Thermolabile glutaminase
USDA1021_00590	CDS	885	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
USDA1021_00591	CDS	825	cysQ_1	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
USDA1021_00592	CDS	1314	bcr_1			Bicyclomycin resistance protein
USDA1021_00593	CDS	1239	bcr_2			Bicyclomycin resistance protein
USDA1021_00594	CDS	336	grxD		COG0278	Glutaredoxin 4
USDA1021_00595	CDS	243				hypothetical protein
USDA1021_00596	CDS	234			COG0271	putative protein RP812
USDA1021_00597	CDS	2232	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
USDA1021_00598	CDS	591				hypothetical protein
USDA1021_00599	CDS	1419				hypothetical protein
USDA1021_00600	CDS	408				hypothetical protein
USDA1021_00601	CDS	672	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
USDA1021_00602	CDS	243	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
USDA1021_00603	CDS	765	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
USDA1021_00604	CDS	315				hypothetical protein
USDA1021_00605	CDS	1059	ligU	5.3.3.-		(4E)-oxalomesaconate Delta-isomerase
USDA1021_00606	CDS	507				hypothetical protein
USDA1021_00607	CDS	990				hypothetical protein
USDA1021_00608	CDS	1518				hypothetical protein
USDA1021_00609	CDS	885				hypothetical protein
USDA1021_00610	CDS	675	ligK	4.1.3.17	COG0684	4-carboxy-4-hydroxy-2-oxoadipate aldolase
USDA1021_00611	CDS	735	galB	4.2.1.83	COG2120	4-oxalmesaconate hydratase
USDA1021_00612	CDS	1239	argP_1			HTH-type transcriptional regulator ArgP
USDA1021_00613	CDS	555				hypothetical protein
USDA1021_00614	CDS	810				hypothetical protein
USDA1021_00615	CDS	306				hypothetical protein
USDA1021_00616	CDS	1308	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
USDA1021_00617	CDS	558				hypothetical protein
USDA1021_00618	CDS	738				hypothetical protein
USDA1021_00619	CDS	678	rpe_1	5.1.3.1		Ribulose-phosphate 3-epimerase
USDA1021_00620	CDS	1008		3.4.11.-	COG3191	putative aminopeptidase
USDA1021_00621	CDS	1089			COG0683	Leu/Ile/Val-binding protein 
USDA1021_00622	CDS	528	hpaC	1.5.1.37	COG1853	4-hydroxyphenylacetate 3-monooxygenase reductase component
USDA1021_00623	CDS	930				hypothetical protein
USDA1021_00624	CDS	1263				hypothetical protein
USDA1021_00625	CDS	333				hypothetical protein
USDA1021_00626	CDS	708				hypothetical protein
USDA1021_00627	CDS	1617	glmU_1	2.7.7.23		Bifunctional protein GlmU
USDA1021_00628	CDS	318				hypothetical protein
USDA1021_00629	CDS	408				hypothetical protein
USDA1021_00630	CDS	1500	rhlE_1	3.6.4.13		ATP-dependent RNA helicase RhlE
USDA1021_00631	CDS	1404				hypothetical protein
USDA1021_00632	CDS	828				hypothetical protein
USDA1021_00633	CDS	468	bcp	1.11.1.15	COG1225	Putative peroxiredoxin bcp
USDA1021_00634	CDS	3417				hypothetical protein
USDA1021_00635	CDS	1254	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
USDA1021_00636	CDS	1152	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
USDA1021_00637	CDS	678				hypothetical protein
USDA1021_00638	CDS	1167	iscS	2.8.1.7	COG1104	IscS-like cysteine desulfurase
USDA1021_00639	CDS	1470	sufB		COG0719	FeS cluster assembly protein SufB
USDA1021_00640	CDS	756	sufC		COG0396	putative ATP-dependent transporter SufC
USDA1021_00641	CDS	1278	sufD		COG0719	FeS cluster assembly protein SufD
USDA1021_00642	CDS	1245	csd	2.8.1.7		putative cysteine desulfurase
USDA1021_00643	CDS	381				hypothetical protein
USDA1021_00644	CDS	393	iscA		COG0316	Iron-binding protein IscA
USDA1021_00645	CDS	1404	sthA	1.6.1.1	COG1249	putative soluble pyridine nucleotide transhydrogenase
USDA1021_00646	CDS	387				hypothetical protein
USDA1021_00647	CDS	420				hypothetical protein
USDA1021_00648	CDS	840	map_1	3.4.11.18	COG0024	Methionine aminopeptidase
USDA1021_00649	CDS	720	sfsA		COG1489	Sugar fermentation stimulation protein A
USDA1021_00650	CDS	1836	phaC	2.3.1.-	COG3243	Poly(3-hydroxyalkanoate) polymerase subunit PhaC
USDA1021_00651	CDS	306				hypothetical protein
USDA1021_00652	CDS	1218	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
USDA1021_00653	CDS	1323	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
USDA1021_00654	CDS	1803	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
USDA1021_00655	tRNA	76				tRNA-Glu(ttc)
USDA1021_00656	tRNA	75				tRNA-Glu(ctc)
USDA1021_00657	tRNA	76				tRNA-Glu(ttc)
USDA1021_00658	tRNA	76				tRNA-Glu(ttc)
USDA1021_00659	CDS	1368				hypothetical protein
USDA1021_00660	CDS	441	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
USDA1021_00661	CDS	579				hypothetical protein
USDA1021_00662	CDS	492				hypothetical protein
USDA1021_00663	tRNA	77				tRNA-Pro(tgg)
USDA1021_00664	CDS	306				hypothetical protein
USDA1021_00665	tRNA	77				tRNA-Arg(tct)
USDA1021_00666	CDS	1038				hypothetical protein
USDA1021_00667	CDS	96				hypothetical protein
USDA1021_00668	CDS	261				hypothetical protein
USDA1021_00669	CDS	903	nodD2_1			Nodulation protein D 2
USDA1021_00670	CDS	666				hypothetical protein
USDA1021_00671	CDS	441				hypothetical protein
USDA1021_00672	CDS	585				hypothetical protein
USDA1021_00673	CDS	1167				hypothetical protein
USDA1021_00674	CDS	483	decR_3		COG1522	DNA-binding transcriptional activator DecR
USDA1021_00675	CDS	1500	sufS	4.4.1.16		Cysteine desulfurase
USDA1021_00676	CDS	876	blh_2	3.-.-.-	COG0491	Beta-lactamase hydrolase-like protein
USDA1021_00677	CDS	975	perR_1			HTH-type transcriptional regulator PerR
USDA1021_00678	CDS	888	ltnD_1	1.1.1.411	COG2084	L-threonate dehydrogenase
USDA1021_00679	CDS	1260	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
USDA1021_00680	CDS	567				hypothetical protein
USDA1021_00681	CDS	978			COG1638	Solute-binding protein
USDA1021_00682	CDS	855	aptA	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
USDA1021_00683	CDS	1047	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
USDA1021_00684	CDS	759	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
USDA1021_00685	CDS	825	oiaC	4.1.1.-		3-oxo-isoapionate decarboxylase
USDA1021_00686	CDS	1869	siaT_1		COG1593	Sialic acid TRAP transporter permease protein SiaT
USDA1021_00687	CDS	1011	siaP_1		COG1638	Sialic acid-binding periplasmic protein SiaP
USDA1021_00688	CDS	804	linX	1.1.1.-		2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase LinX
USDA1021_00689	CDS	849				hypothetical protein
USDA1021_00690	CDS	1170	fadA_1	2.3.1.16		3-ketoacyl-CoA thiolase
USDA1021_00691	CDS	1650		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
USDA1021_00692	CDS	765	gdhIV	1.1.1.47	COG1028	Glucose 1-dehydrogenase 4
USDA1021_00693	CDS	855				hypothetical protein
USDA1021_00694	CDS	264				hypothetical protein
USDA1021_00695	CDS	648				hypothetical protein
USDA1021_00696	CDS	1002	cdhR_3		COG4977	HTH-type transcriptional regulator CdhR
USDA1021_00697	CDS	306				hypothetical protein
USDA1021_00698	CDS	408				hypothetical protein
USDA1021_00699	CDS	402				hypothetical protein
USDA1021_00700	CDS	300				hypothetical protein
USDA1021_00701	CDS	240				hypothetical protein
USDA1021_00702	CDS	264				hypothetical protein
USDA1021_00703	CDS	165				hypothetical protein
USDA1021_00704	CDS	306				hypothetical protein
USDA1021_00705	tRNA	76				tRNA-Lys(ttt)
USDA1021_00706	CDS	183				hypothetical protein
USDA1021_00707	CDS	900				hypothetical protein
USDA1021_00708	CDS	963				hypothetical protein
USDA1021_00709	CDS	1212	ubiL_1	1.14.13.-	COG0654	Ubiquinone hydroxylase UbiL
USDA1021_00710	CDS	726	pcs	2.7.8.24	COG1183	Phosphatidylcholine synthase
USDA1021_00711	CDS	978	qorA_1	1.6.5.5	COG0604	Quinone oxidoreductase 1
USDA1021_00712	CDS	1587	mglA_1	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
USDA1021_00713	CDS	1095				hypothetical protein
USDA1021_00714	CDS	921				hypothetical protein
USDA1021_00715	CDS	1071				Purine-binding protein
USDA1021_00716	tRNA	80				tRNA-Phe(gaa)
USDA1021_00717	CDS	1293				hypothetical protein
USDA1021_00718	CDS	585				hypothetical protein
USDA1021_00719	CDS	1221	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
USDA1021_00720	CDS	495	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
USDA1021_00721	CDS	816	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
USDA1021_00722	CDS	1014	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
USDA1021_00723	CDS	1893	prsA	5.2.1.8		Foldase protein PrsA
USDA1021_00724	CDS	1647				hypothetical protein
USDA1021_00725	CDS	1371	glmU_2			Bifunctional protein GlmU
USDA1021_00726	CDS	1827	nodM_1	2.6.1.16		Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
USDA1021_00727	CDS	498	eis_1	2.3.1.-		N-acetyltransferase Eis
USDA1021_00728	CDS	693				hypothetical protein
